config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0468,1.0000,53949,1,,782,97,0.1240,0,0,,685,321,0.4686,1092,2031,592,2623,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0000,30132,1,,545,30,0.0550,0,0,,515,304,0.5903,633,1273,305,1578,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.1016,1.0000,9367,1,,486,11,0.0226,0,0,,475,301,0.6337,522,1094,253,1347,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0000,214193,1,,2032,322,0.1585,0,0,,1710,404,0.2363,3918,6551,907,7458,results/ss/victim_stream_vc8_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,519,0.2861,1295,390,0.3012,2715,4752,592,5344,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,59,0.0893,602,332,0.5515,810,1617,305,1922,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,54,0.1007,482,302,0.6266,540,1186,253,1439,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,3455,0.4481,4255,728,0.1711,10581,18620,907,19527,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,519,0.2861,1295,390,0.3012,2715,4752,592,5344,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,59,0.0893,602,332,0.5515,810,1617,305,1922,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,54,0.1007,482,302,0.6266,540,1186,253,1439,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,3455,0.4481,4255,728,0.1711,10581,18620,907,19527,results/ss/miss_stream_mc8_d4__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,125,0.1598,657,202,0.3075,455,1485,592,2077,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,36,0.0661,509,202,0.3969,307,1043,305,1348,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,201,0.4258,271,940,253,1193,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,320,0.1575,1712,258,0.1507,1454,4235,907,5142,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,125,0.1598,657,202,0.3075,455,1485,592,2077,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,36,0.0661,509,202,0.3969,307,1043,305,1348,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,201,0.4258,271,940,253,1193,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,320,0.1575,1712,258,0.1507,1454,4235,907,5142,results/ss/miss_stream_mc4_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,180,0.2302,602,387,0.6429,3225,4015,592,4607,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,53,0.0972,492,379,0.7703,1695,2237,305,2542,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,15,0.0309,471,377,0.8004,1410,1902,253,2155,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,493,0.2426,1539,470,0.3054,16035,18431,907,19338,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0468,1.0000,53949,1,,782,56,0.0716,0,0,,726,403,0.5551,4845,5743,592,6335,results/ss/victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0000,30132,1,,545,21,0.0385,0,0,,524,383,0.7309,2115,2685,305,2990,results/ss/victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.1016,1.0000,9367,1,,486,8,0.0165,0,0,,478,378,0.7908,1500,1998,253,2251,results/ss/victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0000,214193,1,,2032,95,0.0468,0,0,,1937,547,0.2824,20850,23567,907,24474,results/ss/victim_stream_vc2_d16__dl1:64:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.0110,0.0468,1.0000,53949,1,,782,95,0.1215,0,0,,687,209,0.3042,478,1531,592,2123,results/ss/victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0000,30132,1,,545,30,0.0550,0,0,,515,202,0.3922,313,1055,305,1360,results/ss/victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.0270,0.1016,1.0000,9367,1,,486,11,0.0226,0,0,,475,201,0.4232,274,946,253,1199,results/ss/victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0000,214193,1,,2032,321,0.1580,0,0,,1711,282,0.1648,1429,4185,907,5092,results/ss/victim_stream_vc8_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,217,0.2775,565,200,0.3540,365,1305,592,1897,results/ss/miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,62,0.1138,483,200,0.4141,283,995,305,1300,results/ss/miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,466,201,0.4313,265,928,253,1181,results/ss/miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,588,0.2894,1444,243,0.1683,1201,3729,907,4636,results/ss/miss_stream_mc16_d2__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,302,0.5572,720,1228,592,1820,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,5,0.0104,0,0,,476,302,0.6345,522,902,305,1207,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,2,0.0025,0,0,,804,344,0.4279,1380,2256,907,3163,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,302,0.5572,720,1228,592,1820,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,5,0.0104,0,0,,476,302,0.6345,522,902,305,1207,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,2,0.0025,0,0,,804,344,0.4279,1380,2256,907,3163,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,302,0.5572,720,1228,592,1820,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,5,0.0104,0,0,,476,302,0.6345,522,902,305,1207,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,2,0.0025,0,0,,804,344,0.4279,1380,2256,907,3163,results/ss/victim_stream_vc4_d4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,37,0.0638,0,0,,543,200,0.3683,343,954,592,1546,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,0,0.0000,0,0,,481,200,0.4158,281,768,305,1073,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,201,0.4360,260,712,253,965,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,0,0.0000,0,0,,806,221,0.2742,585,1586,907,2493,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,85,0.1087,697,207,0.2970,490,1555,592,2147,results/ss/miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,33,0.0606,512,202,0.3945,310,1049,305,1354,results/ss/miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,12,0.0247,474,202,0.4262,272,942,253,1195,results/ss/miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,117,0.0576,1915,328,0.1713,1587,4501,907,5408,results/ss/miss_stream_mc2_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,stream,0.0110,0.0347,1.0000,53949,1,,0,0,,0,0,,580,304,0.5241,828,1372,592,1964,results/ss/stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,stream,0.0101,0.0457,1.0000,30132,1,,0,0,,0,0,,481,304,0.6320,531,914,305,1219,results/ss/stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,stream,0.0270,0.0963,1.0000,9367,1,,0,0,,0,0,,461,301,0.6529,480,832,253,1085,results/ss/stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,stream,0.0042,0.0140,1.0000,214193,1,,0,0,,0,0,,806,343,0.4256,1389,2268,907,3175,results/ss/stream_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,768,0.4234,1046,456,0.4359,8850,10572,592,11164,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,79,0.1195,582,402,0.6907,2700,3417,305,3722,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,60,0.1119,476,378,0.7941,1470,2034,253,2287,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,4842,0.6280,2868,764,0.2664,31560,38176,907,39083,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,miss,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,0,0,,0,471,592,1063,results/ss/miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,miss,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,0,0,,0,440,305,745,results/ss/miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,miss,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,0,0,,0,435,253,688,results/ss/miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,miss,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,0,0,,0,555,907,1462,results/ss/miss_mc8__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,37,0.0638,0,0,,543,303,0.5580,720,1228,592,1820,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,0,0.0000,0,0,,481,304,0.6320,531,914,305,1219,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,0,0.0000,0,0,,806,343,0.4256,1389,2268,907,3175,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,37,0.0638,0,0,,543,303,0.5580,720,1228,592,1820,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,0,0.0000,0,0,,481,304,0.6320,531,914,305,1219,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,301,0.6529,480,832,253,1085,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,0,0.0000,0,0,,806,343,0.4256,1389,2268,907,3175,results/ss/victim_stream_vc2_d4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,87,0.1113,695,325,0.4676,1110,2055,592,2647,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,33,0.0606,512,307,0.5996,615,1249,305,1554,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,12,0.0247,474,302,0.6371,516,1086,253,1339,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,117,0.0576,1915,444,0.2319,4413,7211,907,8118,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,87,0.1113,695,325,0.4676,1110,2055,592,2647,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,33,0.0606,512,307,0.5996,615,1249,305,1554,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,12,0.0247,474,302,0.6371,516,1086,253,1339,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,117,0.0576,1915,444,0.2319,4413,7211,907,8118,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,210,0.1158,1604,262,0.1633,1342,3816,592,4408,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,37,0.0560,624,218,0.3494,406,1349,305,1654,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,36,0.0672,500,202,0.4040,298,1062,253,1315,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,1135,0.1472,6575,635,0.0966,5940,16392,907,17299,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
